A10		Point
AF21	'Basis Hull'!AF22	1.7999999999999998
AF22	'Basis Hull'!AF23	1.9999999999999998
AF23	'Basis Hull'!AF24	2.1999999999999997
AF24	'Basis Hull'!AF25	2.4
AF25	'Basis Hull'!AF26	0
AF26	'Basis Hull'!AF27	0
AF27	'Basis Hull'!AF28	0
AF28	'Basis Hull'!AF29	0
AF29	'Basis Hull'!AF30	0
AF30	'Basis Hull'!AF31	0
AF31	'Basis Hull'!AF32	0
AF32	'Basis Hull'!AF33	0
AF33	'Basis Hull'!AF34	0
AF34	'Basis Hull'!AF35	0
AF35	'Basis Hull'!AF36	0
AF36	'Basis Hull'!AF37	0
AF37	'Basis Hull'!AF38	0
AF38	'Basis Hull'!AF39	0
AF39		27
AF48		
